Country,CountryFull,InsuranceID,MarketingConsent,MarketingConsentStartDate,LoyaltyConsent,LoyaltyConsentStartDate,ThirdPartyConsent,ThirdPartyConsentStartDate
TN,Tunisia,65565871,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,15457703,NO,1900-01-01,YES,2016-09-30,NO,1900-01-01
NO,Norway,70582550,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,32775707,NO,1900-01-01,YES,2017-04-15,NO,1900-01-01
DE,Germany,51225424,YES,2016-08-28,YES,2016-12-28,YES,2017-06-14
EE,Estonia,83232553,NO,1900-01-01,NO,1900-01-01,YES,2016-06-10
DK,Denmark,28782379,NO,1900-01-01,NO,1900-01-01,YES,2016-05-01
US,United States,75583824,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,86224511,NO,1900-01-01,YES,2017-05-04,YES,2016-04-04
UY,Uruguay,14322356,NO,1900-01-01,YES,2016-12-22,YES,2016-09-20
NO,Norway,7212333,YES,2017-03-18,NO,1900-01-01,YES,2016-12-02
CH,Switzerland,82416179,YES,2016-07-06,NO,1900-01-01,NO,1900-01-01
BE,Belgium,93272409,NO,1900-01-01,YES,2016-07-17,NO,1900-01-01
IT,Italy,65278634,YES,2016-01-07,NO,1900-01-01,YES,2016-11-11
NZ,New Zealand,17863497,YES,2016-06-14,YES,2016-12-12,NO,1900-01-01
US,United States,9034328,YES,2017-05-25,NO,1900-01-01,YES,2016-03-30
NZ,New Zealand,18555139,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
US,United States,46823511,YES,2016-07-16,NO,1900-01-01,YES,2017-05-13
IT,Italy,66447720,YES,2017-01-05,YES,2016-03-26,YES,2017-01-16
AT,Austria,6050110,NO,1900-01-01,YES,2017-03-23,YES,2017-04-16
AU,Australia,82129231,YES,2017-06-30,NO,1900-01-01,YES,2016-08-08
CY,Cyprus (Anglicized),30343740,YES,2016-05-15,NO,1900-01-01,YES,2017-05-27
BE,Belgium,49918308,YES,2016-12-03,YES,2016-04-18,NO,1900-01-01
AT,Austria,91344387,YES,2016-09-08,YES,2016-11-29,NO,1900-01-01
IS,Iceland,82007488,YES,2016-12-01,YES,2016-10-29,NO,1900-01-01
IT,Italy,14650417,YES,2016-06-10,NO,1900-01-01,YES,2016-02-10
DK,Denmark,5372261,NO,1900-01-01,YES,2016-08-08,NO,1900-01-01
ZA,South Africa,11814803,NO,1900-01-01,NO,1900-01-01,YES,2017-07-05
EE,Estonia,35469344,NO,1900-01-01,YES,2016-02-16,NO,1900-01-01
DK,Denmark,5117261,YES,2016-06-08,YES,2017-05-29,YES,2016-12-18
PL,Poland,19405185,YES,2017-02-02,NO,1900-01-01,YES,2016-01-09
UY,Uruguay,94194489,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),80825582,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,66962391,NO,1900-01-01,YES,2016-11-08,NO,1900-01-01
US,United States,5253275,YES,2016-04-18,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,74600068,YES,2017-05-21,NO,1900-01-01,NO,1900-01-01
AU,Australia,91620365,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,36363580,YES,2016-09-03,YES,2016-02-03,NO,1900-01-01
UY,Uruguay,51993284,YES,2016-06-29,NO,1900-01-01,YES,2016-01-24
PT,Portugal,18028927,NO,1900-01-01,YES,2016-10-21,YES,2017-03-17
FR,France,3626847,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,12058264,NO,1900-01-01,YES,2017-04-13,NO,1900-01-01
ZA,South Africa,8088268,YES,2017-04-18,NO,1900-01-01,NO,1900-01-01
HU,Hungary,97482329,YES,2017-01-05,NO,1900-01-01,NO,1900-01-01
PT,Portugal,92715865,NO,1900-01-01,YES,2016-06-03,YES,2016-12-18
GL,Greenland,60714464,YES,2016-08-30,NO,1900-01-01,NO,1900-01-01
IT,Italy,4489018,NO,1900-01-01,YES,2017-07-31,YES,2017-06-01
AT,Austria,20466664,NO,1900-01-01,YES,2017-01-31,YES,2016-08-24
UY,Uruguay,86928581,YES,2017-04-21,YES,2017-04-23,NO,1900-01-01
ZA,South Africa,49348191,YES,2016-01-30,YES,2016-01-30,YES,2017-05-30
IT,Italy,11798282,YES,2016-07-14,YES,2017-06-04,NO,1900-01-01
CH,Switzerland,27910103,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,33341717,YES,2016-06-18,YES,2016-01-02,NO,1900-01-01
SI,Slovenia,36164022,YES,2016-08-04,YES,2016-03-28,NO,1900-01-01
CY,Cyprus (Anglicized),98260132,YES,2016-04-17,YES,2016-12-26,NO,1900-01-01
TN,Tunisia,36168574,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,85050295,NO,1900-01-01,YES,2017-01-31,YES,2016-01-28
BE,Belgium,85174288,YES,2016-08-31,NO,1900-01-01,YES,2016-03-27
BR,Brazil,90698524,NO,1900-01-01,NO,1900-01-01,YES,2016-10-05
FI,Finland,67025781,YES,2016-07-25,YES,2016-03-10,NO,1900-01-01
IS,Iceland,78466999,NO,1900-01-01,YES,2016-10-02,YES,2017-05-26
PT,Portugal,9593630,YES,2017-01-21,YES,2017-05-17,YES,2017-01-13
PT,Portugal,53554144,YES,2017-06-10,YES,2016-05-22,NO,1900-01-01
EE,Estonia,84468550,NO,1900-01-01,NO,1900-01-01,YES,2017-07-02
CH,Switzerland,52153487,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,81435001,NO,1900-01-01,YES,2016-08-29,NO,1900-01-01
PL,Poland,82319175,NO,1900-01-01,NO,1900-01-01,YES,2016-07-29
DE,Germany,36452918,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,59602170,NO,1900-01-01,YES,2016-06-02,NO,1900-01-01
EE,Estonia,10470276,NO,1900-01-01,YES,2017-01-31,NO,1900-01-01
CY,Cyprus (Greek),54345733,YES,2016-02-25,NO,1900-01-01,YES,2016-01-22
PT,Portugal,26518511,YES,2016-06-19,YES,2017-06-01,NO,1900-01-01
CY,Cyprus (Greek),83048516,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,57657340,YES,2016-10-11,NO,1900-01-01,NO,1900-01-01
DK,Denmark,96291757,NO,1900-01-01,YES,2017-05-14,YES,2016-02-28
PL,Poland,30584826,NO,1900-01-01,YES,2017-05-19,NO,1900-01-01
UY,Uruguay,71358993,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FR,France,63817574,YES,2017-02-09,NO,1900-01-01,NO,1900-01-01
NO,Norway,52787071,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,60110135,YES,2017-03-15,YES,2016-06-01,NO,1900-01-01
AU,Australia,77443980,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,5306009,NO,1900-01-01,NO,1900-01-01,YES,2016-02-14
FR,France,64487530,YES,2017-05-15,YES,2016-10-01,YES,2017-03-04
NZ,New Zealand,55817209,YES,2017-06-13,YES,2017-01-01,YES,2017-03-08
NL,Netherlands,86245491,YES,2017-07-27,NO,1900-01-01,NO,1900-01-01
AU,Australia,84399471,YES,2016-01-28,YES,2016-06-04,YES,2017-03-25
HU,Hungary,4977391,YES,2016-01-21,YES,2016-11-19,NO,1900-01-01
NO,Norway,57478200,YES,2017-02-07,YES,2016-10-15,YES,2016-12-18
CZ,Czech Republic,25554034,NO,1900-01-01,NO,1900-01-01,YES,2016-06-24
BE,Belgium,17711193,YES,2016-09-29,NO,1900-01-01,YES,2017-05-25
IT,Italy,18308762,YES,2017-01-19,NO,1900-01-01,NO,1900-01-01
BR,Brazil,49717827,YES,2017-06-04,YES,2017-07-08,NO,1900-01-01
PT,Portugal,86151235,YES,2017-06-01,YES,2017-01-30,NO,1900-01-01
EE,Estonia,85414851,YES,2017-06-12,YES,2017-07-01,YES,2016-02-06
UY,Uruguay,22122325,NO,1900-01-01,YES,2016-08-01,NO,1900-01-01
HU,Hungary,684879,NO,1900-01-01,YES,2016-11-07,NO,1900-01-01
SE,Sweden,81086626,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,78069155,YES,2017-05-08,YES,2017-01-25,YES,2016-03-21
IT,Italy,75071389,YES,2017-02-17,YES,2016-09-04,NO,1900-01-01
AT,Austria,96153760,NO,1900-01-01,YES,2017-04-10,NO,1900-01-01
HU,Hungary,7600105,YES,2017-05-30,NO,1900-01-01,YES,2016-11-12
BE,Belgium,11512424,NO,1900-01-01,YES,2016-03-17,NO,1900-01-01
HU,Hungary,64429512,YES,2017-01-04,NO,1900-01-01,NO,1900-01-01
CA,Canada,29461258,YES,2016-06-11,YES,2016-11-15,NO,1900-01-01
FI,Finland,51564632,NO,1900-01-01,NO,1900-01-01,YES,2016-12-27
DE,Germany,73881678,NO,1900-01-01,YES,2017-04-21,NO,1900-01-01
NO,Norway,4118264,YES,2017-04-22,NO,1900-01-01,YES,2017-03-27
IT,Italy,3674712,NO,1900-01-01,YES,2016-01-22,NO,1900-01-01
HU,Hungary,31869182,NO,1900-01-01,YES,2016-07-24,YES,2016-06-09
BR,Brazil,6368133,NO,1900-01-01,YES,2016-12-13,NO,1900-01-01
CY,Cyprus (Greek),64622214,YES,2016-05-09,NO,1900-01-01,YES,2016-12-31
IT,Italy,88608684,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FR,France,71427687,YES,2016-06-06,YES,2016-03-24,NO,1900-01-01
GB,United Kingdom,50077436,NO,1900-01-01,NO,1900-01-01,YES,2016-05-13
UY,Uruguay,69358150,NO,1900-01-01,YES,2017-05-16,YES,2016-10-28
GL,Greenland,87917592,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,7802615,YES,2016-06-08,NO,1900-01-01,NO,1900-01-01
PL,Poland,16093937,NO,1900-01-01,YES,2017-04-17,YES,2016-08-04
CY,Cyprus (Greek),66332622,NO,1900-01-01,YES,2016-09-08,YES,2016-05-24
GL,Greenland,52907860,YES,2017-01-27,YES,2017-02-06,YES,2017-01-16
ZA,South Africa,40328695,YES,2016-03-12,YES,2017-02-11,NO,1900-01-01
BR,Brazil,73406318,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),29270109,NO,1900-01-01,YES,2016-10-17,NO,1900-01-01
DE,Germany,75743729,YES,2016-04-14,NO,1900-01-01,NO,1900-01-01
BR,Brazil,7294231,YES,2016-05-13,YES,2016-08-21,NO,1900-01-01
US,United States,89330269,NO,1900-01-01,YES,2016-09-15,NO,1900-01-01
HU,Hungary,96706411,NO,1900-01-01,YES,2017-02-12,NO,1900-01-01
US,United States,81993378,YES,2017-03-08,NO,1900-01-01,YES,2017-05-03
NL,Netherlands,52978886,YES,2017-02-25,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,92119581,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,13231008,YES,2017-06-21,NO,1900-01-01,YES,2016-12-06
CA,Canada,38749356,YES,2016-03-26,YES,2017-01-19,NO,1900-01-01
DE,Germany,82732986,NO,1900-01-01,NO,1900-01-01,YES,2016-11-07
AU,Australia,84954649,YES,2017-06-21,YES,2017-02-12,YES,2017-05-28
ES,Spain,44924949,NO,1900-01-01,YES,2016-02-26,NO,1900-01-01
CH,Switzerland,49585375,NO,1900-01-01,YES,2017-03-09,YES,2016-12-03
UY,Uruguay,81570198,NO,1900-01-01,YES,2017-05-17,NO,1900-01-01
AT,Austria,12029239,YES,2017-04-26,NO,1900-01-01,NO,1900-01-01
SE,Sweden,78955719,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,3815437,YES,2016-06-24,YES,2016-08-17,NO,1900-01-01
CZ,Czech Republic,71170906,NO,1900-01-01,YES,2017-03-03,NO,1900-01-01
SI,Slovenia,61964720,NO,1900-01-01,YES,2016-07-07,NO,1900-01-01
BR,Brazil,30619406,YES,2016-11-24,NO,1900-01-01,YES,2016-05-06
CA,Canada,92568109,NO,1900-01-01,NO,1900-01-01,YES,2016-05-22
DE,Germany,39312554,YES,2016-04-26,YES,2016-03-28,YES,2016-10-14
TN,Tunisia,70263837,YES,2017-05-13,NO,1900-01-01,YES,2016-05-15
IS,Iceland,27580413,YES,2016-08-04,NO,1900-01-01,NO,1900-01-01
CA,Canada,53608151,YES,2017-04-17,NO,1900-01-01,NO,1900-01-01
US,United States,20195889,YES,2017-02-25,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),88156001,YES,2017-03-14,NO,1900-01-01,YES,2017-03-11
BR,Brazil,89389961,NO,1900-01-01,NO,1900-01-01,YES,2016-06-30
FI,Finland,82081332,YES,2016-02-17,NO,1900-01-01,YES,2016-09-24
FI,Finland,64464740,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,60788589,YES,2016-10-10,NO,1900-01-01,YES,2016-04-18
CZ,Czech Republic,8200981,YES,2017-02-09,NO,1900-01-01,YES,2017-05-06
ES,Spain,61710487,YES,2016-08-05,NO,1900-01-01,YES,2017-04-23
UY,Uruguay,20772741,NO,1900-01-01,NO,1900-01-01,YES,2016-07-07
NL,Netherlands,96545009,NO,1900-01-01,NO,1900-01-01,YES,2016-08-06
CH,Switzerland,81651055,YES,2016-10-11,NO,1900-01-01,YES,2017-04-17
CZ,Czech Republic,3538324,YES,2017-02-09,NO,1900-01-01,NO,1900-01-01
AT,Austria,27790914,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,90513618,YES,2016-07-08,YES,2017-07-29,NO,1900-01-01
BR,Brazil,1980637,YES,2017-02-27,NO,1900-01-01,NO,1900-01-01
AU,Australia,6080729,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,78362988,NO,1900-01-01,YES,2017-07-11,YES,2016-07-13
AT,Austria,47933504,YES,2016-07-02,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,61683982,YES,2016-08-07,NO,1900-01-01,YES,2017-01-20
CY,Cyprus (Greek),63678984,NO,1900-01-01,NO,1900-01-01,YES,2016-04-17
GB,United Kingdom,92232841,NO,1900-01-01,YES,2017-02-05,NO,1900-01-01
DK,Denmark,10382474,YES,2017-05-02,NO,1900-01-01,NO,1900-01-01
CA,Canada,90307551,YES,2016-08-09,NO,1900-01-01,YES,2016-05-08
ES,Spain,31477070,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,95136903,NO,1900-01-01,YES,2016-01-12,NO,1900-01-01
GB,United Kingdom,89982120,NO,1900-01-01,NO,1900-01-01,YES,2017-06-03
SE,Sweden,85280173,NO,1900-01-01,NO,1900-01-01,YES,2016-07-24
SI,Slovenia,64500831,NO,1900-01-01,YES,2017-05-06,NO,1900-01-01
ZA,South Africa,97664920,YES,2016-07-18,YES,2016-05-06,NO,1900-01-01
BR,Brazil,60552632,YES,2016-04-06,NO,1900-01-01,NO,1900-01-01
IS,Iceland,3404938,YES,2016-10-10,YES,2016-09-15,NO,1900-01-01
NO,Norway,93337118,YES,2016-12-20,NO,1900-01-01,NO,1900-01-01
AU,Australia,29623590,YES,2016-06-07,YES,2016-10-28,NO,1900-01-01
DE,Germany,30814926,YES,2016-10-06,YES,2017-05-25,NO,1900-01-01
CY,Cyprus (Anglicized),82370362,YES,2017-02-08,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,85267264,NO,1900-01-01,YES,2017-06-21,NO,1900-01-01
BE,Belgium,11925201,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),36953253,YES,2017-05-31,NO,1900-01-01,NO,1900-01-01
EE,Estonia,22849085,YES,2017-02-10,NO,1900-01-01,YES,2017-04-03
CY,Cyprus (Greek),3018504,YES,2016-08-26,YES,2016-08-20,NO,1900-01-01
TN,Tunisia,45290095,NO,1900-01-01,NO,1900-01-01,YES,2016-04-25
SE,Sweden,79324280,YES,2017-03-20,YES,2017-01-17,YES,2017-02-27
AU,Australia,71478632,NO,1900-01-01,NO,1900-01-01,YES,2016-03-18
DK,Denmark,76091408,NO,1900-01-01,YES,2016-01-03,NO,1900-01-01
BR,Brazil,65118076,YES,2016-04-24,NO,1900-01-01,YES,2016-06-09
CA,Canada,61435328,NO,1900-01-01,YES,2016-05-25,YES,2016-03-18
NZ,New Zealand,83559875,NO,1900-01-01,YES,2017-06-11,YES,2016-01-30
CY,Cyprus (Anglicized),3534849,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),93724275,NO,1900-01-01,NO,1900-01-01,YES,2016-01-09
TN,Tunisia,66586425,NO,1900-01-01,NO,1900-01-01,YES,2016-04-22
NL,Netherlands,3393917,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,70680118,YES,2016-01-11,NO,1900-01-01,YES,2016-09-12
DE,Germany,39618636,NO,1900-01-01,YES,2016-10-29,YES,2016-01-31
CY,Cyprus (Anglicized),32688253,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,32908248,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,1882423,YES,2017-07-30,NO,1900-01-01,NO,1900-01-01
HU,Hungary,75771849,YES,2017-06-23,NO,1900-01-01,YES,2016-04-03
AU,Australia,63929788,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,78529688,NO,1900-01-01,NO,1900-01-01,YES,2016-06-15
GL,Greenland,40757211,NO,1900-01-01,YES,2016-01-09,YES,2017-01-15
AT,Austria,18654104,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,96261093,YES,2016-09-30,YES,2017-02-20,NO,1900-01-01
DK,Denmark,72746638,NO,1900-01-01,NO,1900-01-01,YES,2016-06-22
HU,Hungary,31096711,NO,1900-01-01,NO,1900-01-01,YES,2016-01-17
FR,France,61489031,YES,2016-02-02,NO,1900-01-01,YES,2016-02-25
TN,Tunisia,4914052,YES,2016-03-10,NO,1900-01-01,YES,2016-02-09
GL,Greenland,46928946,YES,2017-03-07,NO,1900-01-01,NO,1900-01-01
FI,Finland,10925700,NO,1900-01-01,YES,2017-04-22,YES,2017-05-15
CZ,Czech Republic,1072054,NO,1900-01-01,NO,1900-01-01,YES,2016-10-08
GB,United Kingdom,83063475,YES,2017-05-05,NO,1900-01-01,NO,1900-01-01
AT,Austria,38465385,YES,2016-05-03,YES,2016-01-19,YES,2016-06-28
CA,Canada,92594509,YES,2017-03-30,YES,2017-04-09,YES,2017-05-21
TN,Tunisia,87489640,YES,2017-04-21,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,98051158,YES,2017-04-11,YES,2017-07-22,YES,2016-03-03
EE,Estonia,86441789,YES,2017-02-17,YES,2017-05-17,YES,2016-11-21
IT,Italy,75525857,YES,2016-10-12,NO,1900-01-01,YES,2016-04-25
CY,Cyprus (Greek),72500850,NO,1900-01-01,YES,2017-05-31,NO,1900-01-01
AT,Austria,89896160,YES,2017-06-11,NO,1900-01-01,YES,2016-08-07
ES,Spain,40024677,YES,2016-08-06,YES,2016-05-24,YES,2017-04-29
DK,Denmark,7317981,YES,2017-01-20,YES,2016-02-08,YES,2016-06-21
SI,Slovenia,11751636,YES,2016-07-01,NO,1900-01-01,NO,1900-01-01
US,United States,84675217,NO,1900-01-01,YES,2016-04-15,YES,2017-01-01
CA,Canada,7409561,NO,1900-01-01,NO,1900-01-01,YES,2016-04-01
HU,Hungary,79327389,YES,2016-09-13,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,95675289,YES,2016-04-19,YES,2016-06-25,YES,2016-07-25
PT,Portugal,14738900,NO,1900-01-01,YES,2017-07-04,NO,1900-01-01
ZA,South Africa,9967736,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,53415829,YES,2016-08-03,YES,2017-03-12,NO,1900-01-01
ES,Spain,34202867,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,58220448,YES,2017-04-02,NO,1900-01-01,YES,2016-03-01
FR,France,85958863,NO,1900-01-01,YES,2016-08-22,NO,1900-01-01
EE,Estonia,90879372,NO,1900-01-01,NO,1900-01-01,YES,2017-06-15
IT,Italy,35079162,YES,2016-02-22,YES,2016-01-05,YES,2016-10-11
PT,Portugal,39363424,YES,2017-01-19,YES,2017-07-22,YES,2017-04-30
TN,Tunisia,43747768,YES,2017-03-09,NO,1900-01-01,NO,1900-01-01
SE,Sweden,49445823,YES,2017-06-07,NO,1900-01-01,YES,2016-10-01
NL,Netherlands,87701941,NO,1900-01-01,YES,2016-10-12,YES,2016-04-08
ZA,South Africa,60261238,YES,2016-08-26,YES,2017-04-30,NO,1900-01-01
DK,Denmark,58306925,YES,2016-01-22,YES,2016-09-16,YES,2017-05-26
AU,Australia,81273579,YES,2016-04-11,YES,2016-02-20,YES,2016-03-11
PT,Portugal,33323655,NO,1900-01-01,YES,2016-10-26,NO,1900-01-01
SE,Sweden,76344873,YES,2017-02-22,YES,2016-06-10,YES,2016-04-04
DK,Denmark,76447922,YES,2016-11-30,YES,2017-01-22,NO,1900-01-01
BR,Brazil,75711957,YES,2017-06-02,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,34871741,NO,1900-01-01,YES,2016-11-01,NO,1900-01-01
PT,Portugal,83477117,NO,1900-01-01,YES,2016-03-17,NO,1900-01-01
ES,Spain,99537415,YES,2017-01-10,YES,2016-09-27,NO,1900-01-01
NO,Norway,17548908,YES,2017-06-15,YES,2016-11-03,NO,1900-01-01
NO,Norway,7228903,YES,2016-06-20,YES,2016-01-23,NO,1900-01-01
HU,Hungary,11789481,YES,2016-09-05,NO,1900-01-01,NO,1900-01-01
SE,Sweden,50638171,NO,1900-01-01,NO,1900-01-01,YES,2017-05-21
NZ,New Zealand,89158574,NO,1900-01-01,YES,2016-02-08,YES,2016-03-31
GL,Greenland,21540783,NO,1900-01-01,YES,2016-04-26,YES,2016-10-12
NL,Netherlands,58262580,YES,2016-01-25,NO,1900-01-01,YES,2016-05-16
UY,Uruguay,20740260,YES,2016-12-19,YES,2017-02-05,YES,2016-10-25
BE,Belgium,92470383,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,34264336,YES,2017-04-22,YES,2016-07-08,NO,1900-01-01
NZ,New Zealand,72755909,NO,1900-01-01,NO,1900-01-01,YES,2016-08-08
AT,Austria,24156755,YES,2017-04-02,NO,1900-01-01,NO,1900-01-01
AT,Austria,14965682,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,2107622,NO,1900-01-01,YES,2016-12-07,YES,2016-12-24
AT,Austria,83704627,YES,2017-02-01,NO,1900-01-01,NO,1900-01-01
DE,Germany,54197347,YES,2016-10-04,NO,1900-01-01,NO,1900-01-01
DE,Germany,87530683,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,84720268,NO,1900-01-01,YES,2017-04-14,NO,1900-01-01
PL,Poland,10542698,NO,1900-01-01,NO,1900-01-01,YES,2017-05-15
CZ,Czech Republic,51122361,NO,1900-01-01,YES,2016-07-23,YES,2016-05-27
NO,Norway,35495895,YES,2016-11-17,NO,1900-01-01,NO,1900-01-01
PT,Portugal,24342185,NO,1900-01-01,NO,1900-01-01,YES,2017-05-25
SI,Slovenia,84572087,NO,1900-01-01,NO,1900-01-01,YES,2016-04-04
PL,Poland,13653169,YES,2016-02-12,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,49107236,NO,1900-01-01,YES,2017-03-18,YES,2016-05-25
FI,Finland,6976896,YES,2016-06-16,NO,1900-01-01,YES,2016-02-02
AU,Australia,20744319,YES,2016-04-18,NO,1900-01-01,YES,2016-01-21
FR,France,73665241,NO,1900-01-01,YES,2016-02-11,NO,1900-01-01
NO,Norway,63819804,YES,2016-11-08,NO,1900-01-01,YES,2016-05-19
CY,Cyprus (Anglicized),46728986,YES,2016-01-30,YES,2016-03-16,NO,1900-01-01
UY,Uruguay,20675088,NO,1900-01-01,YES,2016-06-07,YES,2017-05-03
GB,United Kingdom,73783334,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,3202385,YES,2016-01-29,YES,2017-06-19,NO,1900-01-01
CY,Cyprus (Greek),98523000,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,92760113,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,91556141,NO,1900-01-01,NO,1900-01-01,YES,2016-01-31
GB,United Kingdom,43004859,YES,2017-07-29,NO,1900-01-01,YES,2017-07-25
NO,Norway,8773324,YES,2016-01-21,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,59275134,NO,1900-01-01,YES,2017-03-02,NO,1900-01-01
NZ,New Zealand,63694073,NO,1900-01-01,YES,2017-06-30,YES,2016-06-23
UY,Uruguay,55957488,YES,2016-05-21,NO,1900-01-01,YES,2016-06-26
US,United States,64086027,YES,2016-11-14,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,76919743,YES,2016-08-22,NO,1900-01-01,NO,1900-01-01
NO,Norway,29093192,NO,1900-01-01,YES,2017-06-14,YES,2016-06-26
PT,Portugal,64342318,NO,1900-01-01,NO,1900-01-01,YES,2016-12-15
CZ,Czech Republic,20682303,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,62892231,YES,2016-11-21,YES,2017-06-03,YES,2016-06-26
CY,Cyprus (Anglicized),57476271,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,41083031,NO,1900-01-01,NO,1900-01-01,YES,2016-10-03
BE,Belgium,56986903,YES,2017-07-25,YES,2016-08-31,YES,2016-06-22
ZA,South Africa,53442703,YES,2017-04-15,NO,1900-01-01,NO,1900-01-01
BE,Belgium,56858934,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DE,Germany,40440119,NO,1900-01-01,NO,1900-01-01,YES,2017-04-11
NO,Norway,76402948,NO,1900-01-01,NO,1900-01-01,YES,2016-03-05
ES,Spain,12164011,NO,1900-01-01,NO,1900-01-01,YES,2016-06-09
NO,Norway,42446447,NO,1900-01-01,YES,2016-11-27,YES,2016-11-21
FI,Finland,96826974,NO,1900-01-01,YES,2017-06-20,YES,2016-01-02
US,United States,36863035,NO,1900-01-01,YES,2017-01-15,YES,2016-04-28
NL,Netherlands,46882851,NO,1900-01-01,YES,2016-10-19,NO,1900-01-01
SI,Slovenia,46405798,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,59128945,YES,2016-04-01,YES,2017-04-11,YES,2016-02-16
CZ,Czech Republic,16996008,YES,2017-02-20,YES,2016-07-28,NO,1900-01-01
BR,Brazil,1387551,YES,2016-07-06,NO,1900-01-01,NO,1900-01-01
FI,Finland,36561718,YES,2016-08-11,YES,2017-02-04,NO,1900-01-01
AU,Australia,88467194,NO,1900-01-01,YES,2017-02-12,YES,2016-09-28
BR,Brazil,91171279,YES,2017-01-29,YES,2016-10-14,YES,2016-09-11
DK,Denmark,41140274,NO,1900-01-01,YES,2016-10-28,YES,2016-10-27
AT,Austria,33357541,YES,2017-05-31,YES,2017-04-21,YES,2016-03-28
ES,Spain,5363204,YES,2016-06-05,YES,2016-07-23,NO,1900-01-01
IT,Italy,32688428,NO,1900-01-01,YES,2016-11-20,NO,1900-01-01
CH,Switzerland,89172292,NO,1900-01-01,NO,1900-01-01,YES,2016-11-26
NL,Netherlands,62330855,YES,2017-04-29,YES,2016-05-23,NO,1900-01-01
DE,Germany,58610618,NO,1900-01-01,YES,2017-07-01,NO,1900-01-01
